사고장소
역삼동 교보타워사거리
논현동 차병원사거리
논현동 강남을지병원사거리
역삼동 르네상스호텔사거리
논현동 경복아파트앞교차로
삼성동 삼성동현대백화점
대치동 대치우성아파트앞교차로
삼성동 코엑스앞교차로
청담동 학동사거리
논현동 학동역교차로
수서동 수서역앞교차로
신사동 신사역사거리
도곡동 양재전화국교차로
삼성동 선릉역사거리
